C10;Blindness;D001766
C11;Blindness;D001766
C17;Blister;D001768
C15;Blood Coagulation Disorders;D001778
C15;Blood Group Incompatibility;D001787
C20;Blood Group Incompatibility;D001787
C15;Blood Platelet Disorders;D001791
C15;Blood Protein Disorders;D001796
C16;Bloom Syndrome;D001816
C18;Bloom Syndrome;D001816
C02;Bluetongue;D001819
C04;Bone Cysts;D001845
C05;Bone Cysts;D001845
C05;Bone Diseases;D001847
C05;Bone Diseases, Developmental;D001848
C05;Bone Diseases, Endocrine;D001849
C19;Bone Diseases, Endocrine;D001849
C01;Bone Diseases, Infectious;D001850
C05;Bone Diseases, Infectious;D001850
C05;Bone Diseases, Metabolic;D001851
C15;Bone Marrow Diseases;D001855
C04;Bone Neoplasms;D001859
C05;Bone Neoplasms;D001859
C05;Bone Resorption;D001862
C02;Border Disease;D001882
C01;Bordetella Infections;D001885
C02;Borna Disease;D001890
C01;Borrelia Infections;D001899
C01;Botulism;D001906
C10;Botulism;D001906
C25;Botulism;D001906
C01;Boutonneuse Fever;D001907
C02;Bovine Virus Diarrhea-Mucosal Disease;D001912
C04;Bowen's Disease;D001913
C14;Bradycardia;D001919
C01;Brain Abscess;D001922
C10;Brain Abscess;D001922
C10;Brain Concussion;D001924
C26;Brain Concussion;D001924
C10;Brain Damage, Chronic;D001925
C10;Brain Death;D001926
C10;Brain Diseases;D001927
C10;Brain Diseases, Metabolic;D001928
C18;Brain Diseases, Metabolic;D001928
C10;Brain Edema;D001929
C10;Brain Injuries;D001930
C26;Brain Injuries;D001930
C04;Brain Neoplasms;D001932
C10;Brain Neoplasms;D001932
C04;Branchioma;D001935
C17;Breast Diseases;D001941
C04;Breast Neoplasms;D001943
C17;Breast Neoplasms;D001943
C13;Breech Presentation;D001946
C04;Brenner Tumor;D001948
C13;Brenner Tumor;D001948
C19;Brenner Tumor;D001948
C08;Bronchial Diseases;D001982
C08;Bronchial Fistula;D001983
C04;Bronchial Neoplasms;D001984
C08;Bronchial Neoplasms;D001984
C08;Bronchial Spasm;D001986
C08;Bronchiectasis;D001987
C08;Bronchiolitis;D001988
C08;Bronchiolitis Obliterans;D001989
C02;Bronchiolitis, Viral;D001990
C08;Bronchiolitis, Viral;D001990
C08;Bronchitis;D001991
C04;Bronchogenic Cyst;D001994
C08;Bronchogenic Cyst;D001994
C16;Bronchogenic Cyst;D001994
C08;Bronchopneumonia;D001996
C08;Bronchopulmonary Dysplasia;D001997
C16;Bronchopulmonary Dysplasia;D001997
C08;Bronchopulmonary Sequestration;D001998
C16;Bronchopulmonary Sequestration;D001998
C01;Brucellosis;D002006
C01;Brucellosis, Bovine;D002007
C07;Bruxism;D002012
C14;Bundle-Branch Block;D002037
C02;Bunyaviridae Infections;D002044
C02;Burkitt Lymphoma;D002051
C04;Burkitt Lymphoma;D002051
C15;Burkitt Lymphoma;D002051
C20;Burkitt Lymphoma;D002051
C07;Burning Mouth Syndrome;D002054
C26;Burns;D002056
C26;Burns, Chemical;D002057
C26;Burns, Electric;D002058
C26;Burns, Inhalation;D002059
C05;Bursitis;D002062
C08;Byssinosis;D002095
C24;Byssinosis;D002095
C25;Cadmium Poisoning;D002105
C18;Calcinosis;D002114
C18;Calciphylaxis;D002115
C18;Calcium Metabolism Disorders;D002128
C17;Callosities;D002145
C01;Campylobacter Infections;D002169
C01;Candidiasis;D002177
C01;Candidiasis, Chronic Mucocutaneous;D002178
C17;Candidiasis, Chronic Mucocutaneous;D002178
C01;Candidiasis, Cutaneous;D002179
C17;Candidiasis, Cutaneous;D002179
C01;Candidiasis, Oral;D002180
C07;Candidiasis, Oral;D002180
C01;Candidiasis, Vulvovaginal;D002181
C13;Candidiasis, Vulvovaginal;D002181
C25;Marijuana Abuse;D002189
C05;Caplan Syndrome;D002205
C08;Caplan Syndrome;D002205
C17;Caplan Syndrome;D002205
C24;Caplan Syndrome;D002205
C16;Carbohydrate Metabolism, Inborn Errors;D002239
C18;Carbohydrate Metabolism, Inborn Errors;D002239
C25;Carbon Monoxide Poisoning;D002249
C25;Carbon Tetrachloride Poisoning;D002252
C01;Carbuncle;D002270
C17;Carbuncle;D002270
C04;Carcinoid Heart Disease;D002275
C14;Carcinoid Heart Disease;D002275
C04;Carcinoid Tumor;D002276
C04;Carcinoma;D002277
C04;Carcinoma in Situ;D002278
C04;Carcinoma 256, Walker;D002279
C04;Carcinoma, Basal Cell;D002280
C04;Carcinoma, Basosquamous;D002281
C04;Adenocarcinoma, Bronchiolo-Alveolar;D002282
C04;Carcinoma, Bronchogenic;D002283
C08;Carcinoma, Bronchogenic;D002283
C04;Carcinoma, Brown-Pearce;D002284
C04;Carcinoma, Intraductal, Noninfiltrating;D002285
C04;Carcinoma, Ehrlich Tumor;D002286
C04;Carcinoma, Krebs 2;D002287
C04;Adenocarcinoma, Mucinous;D002288
C04;Carcinoma, Non-Small-Cell Lung;D002289
C08;Carcinoma, Non-Small-Cell Lung;D002289
C04;Carcinoma, Papillary;D002291
C04;Carcinoma, Renal Cell;D002292
C12;Carcinoma, Renal Cell;D002292
C13;Carcinoma, Renal Cell;D002292
C04;Adenocarcinoma, Scirrhous;D002293
C04;Carcinoma, Squamous Cell;D002294
C04;Carcinoma, Transitional Cell;D002295
C04;Carcinosarcoma;D002296
C14;Cardiac Output, Low;D002303
C14;Cardiac Tamponade;D002305
C14;Cardiomyopathy, Alcoholic;D002310
C25;Cardiomyopathy, Alcoholic;D002310
C14;Cardiomyopathy, Dilated;D002311
C14;Cardiomyopathy, Hypertrophic;D002312
C14;Cardiomyopathy, Restrictive;D002313
C14;Cardiovascular Diseases;D002318
C10;Carotid Artery Diseases;D002340
C14;Carotid Artery Diseases;D002340
C10;Carotid Artery Thrombosis;D002341
C14;Carotid Artery Thrombosis;D002341
C04;Carotid Body Tumor;D002345
C10;Carpal Tunnel Syndrome;D002349
C26;Carpal Tunnel Syndrome;D002349
C05;Cartilage Diseases;D002357
C17;Cartilage Diseases;D002357
C01;Cat-Scratch Disease;D002372
C15;Cat-Scratch Disease;D002372
C10;Catalepsy;D002375
C10;Cataplexy;D002385
C11;Cataract;D002386
C10;Catatonia;D002389
C10;Causalgia;D002422
C06;Cecal Diseases;D002429
C04;Cecal Neoplasms;D002430
C06;Cecal Neoplasms;D002430
C06;Celiac Disease;D002446
C18;Celiac Disease;D002446
C04;Cell Transformation, Neoplastic;D002471
C04;Cell Transformation, Viral;D002472
C01;Cellulitis;D002481
C17;Cellulitis;D002481
C04;Cementoma;D002485
C10;Central Nervous System Diseases;D002493
C01;Central Nervous System Infections;D002494
C10;Central Nervous System Infections;D002494
C10;Cerebellar Ataxia;D002524
C10;Cerebellar Diseases;D002526
C10;Myoclonic Cerebellar Dyssynergia;D002527
C16;Myoclonic Cerebellar Dyssynergia;D002527
C04;Cerebellar Neoplasms;D002528
C10;Cerebellar Neoplasms;D002528
C10;Intracranial Aneurysm;D002532
C14;Intracranial Aneurysm;D002532
C10;Hypoxia, Brain;D002534
C10;Intracranial Arteriosclerosis;D002537
C14;Intracranial Arteriosclerosis;D002537
C10;Intracranial Arteriovenous Malformations;D002538
C14;Intracranial Arteriovenous Malformations;D002538
C16;Intracranial Arteriovenous Malformations;D002538
C10;Cerebral Arterial Diseases;D002539
C14;Cerebral Arterial Diseases;D002539
C10;Intracranial Embolism and Thrombosis;D002542
C14;Intracranial Embolism and Thrombosis;D002542
C10;Cerebral Hemorrhage;D002543
C14;Cerebral Hemorrhage;D002543
C10;Cerebral Infarction;D002544
C14;Cerebral Infarction;D002544
C10;Brain Ischemia;D002545
C14;Brain Ischemia;D002545
C10;Ischemic Attack, Transient;D002546
C14;Ischemic Attack, Transient;D002546
C10;Cerebral Palsy;D002547
C10;Diffuse Cerebral Sclerosis of Schilder;D002549
C20;Diffuse Cerebral Sclerosis of Schilder;D002549
C04;Cerebral Ventricle Neoplasms;D002551
C10;Cerebral Ventricle Neoplasms;D002551
C10;Cerebrospinal Fluid Otorrhea;D002558
C26;Cerebrospinal Fluid Otorrhea;D002558
C10;Cerebrospinal Fluid Rhinorrhea;D002559
C26;Cerebrospinal Fluid Rhinorrhea;D002559
C10;Cerebrovascular Disorders;D002561
C14;Cerebrovascular Disorders;D002561
C10;Cervical Rib Syndrome;D002573
C14;Cervical Rib Syndrome;D002573
C16;Cervical Rib Syndrome;D002573
C13;Uterine Cervicitis;D002575
C13;Uterine Cervical Diseases;D002577
C04;Uterine Cervical Dysplasia;D002578
C13;Uterine Cervical Dysplasia;D002578
C13;Uterine Cervical Erosion;D002579
C13;Uterine Cervical Incompetence;D002581
C04;Uterine Cervical Neoplasms;D002583
C13;Uterine Cervical Neoplasms;D002583
C03;Cestode Infections;D002590
C03;Chagas Cardiomyopathy;D002598
C14;Chagas Cardiomyopathy;D002598
C01;Chancre;D002601
C01;Chancroid;D002602
C12;Chancroid;D002602
C13;Chancroid;D002602
C10;Charcot-Marie-Tooth Disease;D002607
C16;Charcot-Marie-Tooth Disease;D002607
C15;Chediak-Higashi Syndrome;D002609
C20;Chediak-Higashi Syndrome;D002609
C07;Cheilitis;D002613
C05;Cherubism;D002636
C07;Cherubism;D002636
C16;Cherubism;D002636
C08;Cheyne-Stokes Respiration;D002639
C13;Chiari-Frommel Syndrome;D002640
C17;Chiari-Frommel Syndrome;D002640
C02;Chickenpox;D002644
C26;Chilblains;D002647
C01;Chlamydia Infections;D002690
C12;Chlamydia Infections;D002690
C13;Chlamydia Infections;D002690
C01;Chlamydiaceae Infections;D002694
C08;Choanal Atresia;D002754
C09;Choanal Atresia;D002754
C16;Choanal Atresia;D002754
C04;Adenoma, Bile Duct;D002759
C06;Cholangitis;D002761
C06;Cholecystitis;D002764
C06;Cholelithiasis;D002769
C01;Cholera;D002771
C06;Cholestasis;D002779
C06;Cholestasis, Intrahepatic;D002780
C17;Cholesteatoma;D002781
C18;Choline Deficiency;D002796
C04;Chondroblastoma;D002804
C05;Chondrocalcinosis;D002805
C05;Chondrodysplasia Punctata;D002806
C04;Chondroma;D002812
C04;Chondrosarcoma;D002813
C04;Chordoma;D002817
C10;Chorea;D002819
C04;Hydatidiform Mole, Invasive;D002820
C13;Hydatidiform Mole, Invasive;D002820
C13;Chorioamnionitis;D002821
C16;Chorioamnionitis;D002821
C04;Choriocarcinoma;D002822
C13;Choriocarcinoma;D002822
C11;Chorioretinitis;D002825
C04;Choroid Neoplasms;D002830
C11;Choroid Neoplasms;D002830
C11;Choroid Hemorrhage;D002832
C11;Choroiditis;D002833
C15;Hemophilia B;D002836
C16;Hemophilia B;D002836
C01;Chromoblastomycosis;D002862
C17;Chromoblastomycosis;D002862
C06;Chylous Ascites;D002915
C08;Chylothorax;D002916
C08;Ciliary Motility Disorders;D002925
C09;Ciliary Motility Disorders;D002925
C07;Cleft Lip;D002971
C16;Cleft Lip;D002971
C05;Cleft Palate;D002972
C07;Cleft Palate;D002972
C16;Cleft Palate;D002972
C05;Cleidocranial Dysplasia;D002973
C16;Cleidocranial Dysplasia;D002973
C03;Clonorchiasis;D003003
C01;Clostridium Infections;D003015
C05;Clubfoot;D003025
C16;Clubfoot;D003025
C10;Cluster Headache;D003027
C04;Cocarcinogenesis;D003043
C01;Coccidioidomycosis;D003047
C03;Coccidiosis;D003048
C05;Cockayne Syndrome;D003057
C10;Cockayne Syndrome;D003057
C16;Cockayne Syndrome;D003057
C18;Cockayne Syndrome;D003057
C04;Solitary Pulmonary Nodule;D003074
C08;Solitary Pulmonary Nodule;D003074
C06;Colitis;D003092
C06;Colitis, Ulcerative;D003093
C17;Collagen Diseases;D003095
C26;Colles' Fracture;D003100
C11;Coloboma;D003103
C16;Coloboma;D003103
C06;Colonic Diseases;D003108
C06;Colonic Diseases, Functional;D003109
C04;Colonic Neoplasms;D003110
C06;Colonic Neoplasms;D003110
C06;Colonic Pseudo-Obstruction;D003112
C10;Color Vision Defects;D003117
C11;Color Vision Defects;D003117
C02;Colorado Tick Fever;D003121
C04;Colorectal Neoplasms, Hereditary Nonpolyposis;D003123
C06;Colorectal Neoplasms, Hereditary Nonpolyposis;D003123
C16;Colorectal Neoplasms, Hereditary Nonpolyposis;D003123
C18;Colorectal Neoplasms, Hereditary Nonpolyposis;D003123
C10;Coma;D003128
C06;Common Bile Duct Diseases;D003137
